vehicle_id,fuel_type,fuel_consumed,distance_travelled,mileage,average_mileage,deviation,current_mileage,threshold,mileage_drop,fuel_spam_detection_label
VH103482,Petrol,74.37,884.25,11.89,11.71,2.75,14.46,9.37,No,0
VH101215,Petrol,64.65,652.62,10.09,10.23,-2.23,8.0,8.18,Yes,1
VH102914,Petrol,2.18,124.24,56.99,57.71,-5.45,52.26,46.17,No,0
VH109760,Petrol,46.51,248.41,5.34,6.9,-1.76,5.14,5.52,Yes,1
VH101763,CNG,24.24,537.78,22.19,19.18,6.83,26.01,15.34,No,0
VH108626,Diesel,40.79,708.69,17.37,18.38,-0.94,17.44,14.7,No,0
VH104774,Petrol,63.92,715.82,11.2,10.59,4.06,14.65,8.47,No,0
VH103115,Petrol,23.88,113.47,4.75,8.38,-1.72,6.66,6.7,Yes,1
VH103922,Diesel,49.99,688.93,13.78,12.1,8.73,20.83,9.68,No,0
VH108735,CNG,16.51,802.32,48.6,51.08,-5.07,46.01,40.86,No,0
VH100878,Petrol,36.95,91.85,2.49,4.25,-2.43,1.82,3.4,Yes,1
VH103190,Diesel,70.12,380.64,5.43,9.68,-10.09,-0.41,7.74,Yes,1
VH106656,Petrol,76.12,499.66,6.56,6.95,-2.28,4.67,5.56,Yes,1
VH109059,Petrol,78.81,80.57,1.02,0.86,1.76,2.62,0.69,No,0
VH101293,Petrol,26.94,847.91,31.47,31.64,2.27,33.91,25.31,No,0
VH104852,Petrol,6.35,83.31,13.12,12.35,1.94,14.29,9.88,No,0
VH105638,Petrol,60.56,870.47,14.37,17.33,-6.26,11.07,13.86,Yes,1
VH108009,Petrol,16.14,940.09,58.25,56.6,5.6,62.2,45.28,No,0
VH101925,Petrol,5.09,926.29,181.98,184.06,-4.21,179.85,147.25,No,0
VH107539,Diesel,8.96,30.68,3.42,4.01,-3.84,0.17,3.21,Yes,1
VH105155,CNG,34.53,206.44,5.98,7.89,-5.49,2.4,6.31,Yes,1
VH104259,CNG,12.12,142.61,11.77,11.96,5.47,17.43,9.57,No,0
VH107739,CNG,60.35,871.82,14.45,14.63,0.99,15.62,11.7,No,0
VH103838,Petrol,73.78,948.85,12.86,10.18,3.02,13.2,8.14,No,0
VH107285,Petrol,61.68,843.37,13.67,17.81,-3.84,13.97,14.25,Yes,1
VH108869,Petrol,37.89,277.98,7.34,4.97,-4.51,0.46,3.98,Yes,1
VH109950,Diesel,46.57,75.1,1.61,0.81,4.28,5.09,0.65,No,0
VH109242,Diesel,68.4,422.53,6.18,6.95,-5.24,1.71,5.56,Yes,1
VH105983,Diesel,29.84,773.94,25.94,29.63,-6.6,23.03,23.7,Yes,1
VH100182,Diesel,12.43,779.23,62.69,62.66,-5.3,57.36,50.13,No,0
VH103345,Diesel,60.73,857.34,14.12,13.79,5.0,18.79,11.03,No,0
VH106989,CNG,75.85,708.45,9.34,7.01,0.17,7.18,5.61,No,0
VH109469,Petrol,18.76,693.49,36.97,36.46,3.44,39.9,29.17,No,0
VH103515,Petrol,21.67,387.79,17.9,23.79,-6.74,17.05,19.03,Yes,1
VH101403,Diesel,70.12,464.76,6.63,7.81,3.63,11.44,6.25,No,0
VH106509,CNG,28.15,378.01,13.43,13.78,-3.68,10.1,11.02,Yes,1
VH102818,CNG,72.66,851.76,11.72,11.57,0.89,12.46,9.26,No,0
VH105770,CNG,38.85,162.01,4.17,3.52,-4.82,-1.3,2.82,Yes,1
VH101985,Diesel,25.65,27.39,1.07,-1.32,-1.35,-2.67,-1.06,Yes,1
VH104523,CNG,54.4,374.32,6.88,6.23,-1.45,4.78,4.98,Yes,1
VH108550,Petrol,29.07,850.4,29.25,33.67,-5.47,28.2,26.94,No,0
VH104845,Petrol,33.73,63.27,1.88,2.49,4.03,6.52,1.99,No,0
VH104485,CNG,50.65,293.98,5.8,11.88,-10.65,1.23,9.5,Yes,1
VH106514,CNG,59.72,608.35,10.19,9.57,-0.25,9.32,7.66,No,0
VH103793,CNG,57.9,968.43,16.73,18.37,-4.43,13.94,14.7,Yes,1
VH103841,CNG,68.58,954.82,13.92,15.46,-3.03,12.43,12.37,No,0
VH106880,CNG,40.27,541.77,13.45,15.41,-3.64,11.77,12.33,Yes,1
VH101407,Petrol,26.54,215.26,8.11,12.39,-4.33,8.06,9.91,Yes,1
VH101884,Petrol,75.57,548.63,7.26,4.04,-3.75,0.29,3.23,Yes,1
VH103435,CNG,21.25,29.54,1.39,-1.2,3.44,2.24,-0.96,No,0
VH105330,Diesel,57.54,234.1,4.07,5.62,-1.74,3.88,4.5,Yes,1
VH103546,Petrol,64.64,474.12,7.33,9.2,-2.69,6.51,7.36,Yes,1
VH107352,Diesel,21.71,897.42,41.34,40.92,3.54,44.46,32.74,No,0
VH102165,CNG,6.05,971.56,160.59,164.14,-3.14,161.0,131.31,No,0
VH109245,Diesel,9.61,537.34,55.91,55.91,-0.33,55.58,44.73,No,0
VH101028,Petrol,58.16,268.4,4.61,6.3,2.55,8.85,5.04,No,0
VH106747,Petrol,5.34,452.16,84.67,84.89,1.17,86.06,67.91,No,0
VH100399,Petrol,69.63,690.76,9.92,8.33,5.36,13.69,6.66,No,0
VH106402,CNG,70.73,112.44,1.59,3.82,-3.66,0.16,3.06,Yes,1
VH103705,CNG,41.34,397.85,9.62,10.59,-4.16,6.43,8.47,Yes,1
VH108195,Petrol,68.3,240.5,3.52,1.68,-1.28,0.4,1.34,Yes,1
VH106525,Petrol,61.01,98.39,1.61,-1.16,-4.59,-5.75,-0.93,Yes,1
VH101448,Diesel,6.96,908.54,130.54,127.85,3.07,130.92,102.28,No,0
VH107689,CNG,35.32,483.52,13.69,16.3,-7.47,8.83,13.04,Yes,1
VH109019,CNG,13.64,208.14,15.26,14.8,-0.51,14.29,11.84,No,0
VH107794,Petrol,34.26,849.35,24.79,31.05,-7.49,23.56,24.84,Yes,1
VH101423,CNG,22.46,720.43,32.08,28.37,3.82,32.19,22.7,No,0
VH106171,Petrol,58.0,583.1,10.05,8.95,0.85,9.8,7.16,No,0
VH109856,CNG,41.31,818.92,19.82,18.59,2.05,20.64,14.87,No,0
VH109244,Petrol,61.18,398.9,6.52,5.56,1.67,7.23,4.45,No,0
VH100319,Diesel,47.23,594.39,12.59,13.49,-6.07,7.42,10.79,Yes,1
VH101670,Diesel,28.96,595.64,20.57,20.3,0.19,20.49,16.24,No,0
VH102018,Petrol,29.8,713.4,23.94,28.61,-9.8,18.81,22.89,Yes,1
VH109057,Diesel,66.16,82.18,1.24,1.48,-0.47,1.01,1.18,Yes,1
VH102619,CNG,36.17,126.68,3.5,4.53,5.16,9.69,3.62,No,0
VH107619,Petrol,51.17,280.74,5.49,6.23,0.68,6.91,4.98,No,0
VH100569,CNG,78.01,464.11,5.95,8.75,-2.45,6.3,7.0,Yes,1
VH105395,CNG,60.15,447.42,7.44,11.61,-4.14,7.47,9.29,Yes,1
VH107249,CNG,77.67,48.06,0.62,-0.32,-1.6,-1.92,-0.26,Yes,1
VH101101,Diesel,58.37,63.88,1.09,2.06,-5.48,-3.42,1.65,Yes,1
VH106961,Diesel,68.08,440.02,6.46,7.95,-5.16,2.79,6.36,Yes,1
VH104835,Diesel,3.17,177.27,55.92,56.0,-1.74,54.26,44.8,No,0
VH104932,Petrol,19.74,254.0,12.87,15.35,-3.52,11.83,12.28,Yes,1
VH109220,CNG,56.72,779.49,13.74,14.9,-3.79,11.11,11.92,Yes,1
VH104263,Petrol,51.4,162.57,3.16,3.78,2.42,6.2,3.02,No,0
VH103001,Diesel,55.61,414.37,7.45,8.36,-1.98,6.38,6.69,Yes,1
VH102458,Petrol,19.57,83.61,4.27,0.23,3.46,3.69,0.18,No,0
VH109820,CNG,28.15,366.55,13.02,11.9,-2.83,9.07,9.52,Yes,1
VH101615,CNG,58.82,349.14,5.94,3.86,-3.43,0.43,3.09,Yes,1
VH105380,Petrol,63.51,574.62,9.05,9.91,-8.83,1.08,7.93,Yes,1
VH104817,Diesel,37.91,931.72,24.58,24.94,-0.57,24.37,19.95,No,0
VH107209,CNG,20.14,532.35,26.43,24.97,6.56,31.53,19.98,No,0
VH109612,Petrol,54.82,540.91,9.87,14.72,-4.02,10.7,11.78,Yes,1
VH103767,Petrol,11.92,351.28,29.47,28.25,3.86,32.11,22.6,No,0
VH105163,CNG,32.55,787.25,24.19,24.06,0.6,24.66,19.25,No,0
VH105503,CNG,26.8,496.26,18.52,17.39,-4.43,12.96,13.91,Yes,1
VH107633,Diesel,43.96,937.77,21.33,19.38,8.52,27.9,15.5,No,0
VH100694,Diesel,60.88,299.56,4.92,5.9,1.33,7.23,4.72,No,0
VH109786,CNG,59.71,457.21,7.66,8.28,0.89,9.17,6.62,No,0
VH104422,Petrol,47.47,878.88,18.51,21.7,-10.1,11.6,17.36,Yes,1
VH105650,Diesel,75.06,627.9,8.37,5.9,-3.4,2.5,4.72,Yes,1
VH108263,Petrol,57.92,197.02,3.4,3.13,-3.38,-0.25,2.5,Yes,1
VH109483,CNG,34.13,374.39,10.97,14.01,-5.82,8.19,11.21,Yes,1
VH108429,Diesel,27.63,216.73,7.84,5.97,-2.34,3.63,4.78,Yes,1
VH106131,Petrol,24.48,33.47,1.37,4.26,-2.11,2.15,3.41,Yes,1
VH101723,Diesel,35.36,767.28,21.7,19.89,4.05,23.94,15.91,No,0
VH105625,Petrol,52.98,48.51,0.92,-0.09,4.71,4.62,-0.07,No,0
VH104459,Diesel,28.65,109.76,3.83,6.59,-1.6,4.99,5.27,Yes,1
VH105686,Petrol,37.56,518.82,13.81,15.72,-5.25,10.47,12.58,Yes,1
VH100104,Diesel,26.61,868.87,32.65,31.59,2.52,34.11,25.27,No,0
VH105326,Petrol,34.3,139.96,4.08,6.02,-1.61,4.41,4.82,Yes,1
VH108324,Petrol,53.41,146.99,2.75,-0.13,3.43,3.3,-0.1,No,0
VH104087,Petrol,78.43,897.39,11.44,12.19,-8.12,4.07,9.75,Yes,1
VH103663,Petrol,40.84,537.83,13.17,19.44,-6.2,13.24,15.55,Yes,1
VH108955,Petrol,57.17,512.03,8.96,5.86,3.1,8.96,4.69,No,0
VH102216,Diesel,46.13,149.85,3.25,4.2,4.46,8.66,3.36,No,0
VH109981,Diesel,28.84,301.32,10.45,11.95,-3.1,8.85,9.56,Yes,1
VH105720,Diesel,54.94,845.18,15.38,13.3,0.12,13.42,10.64,No,0
VH108147,Petrol,49.64,415.29,8.37,10.9,1.46,12.36,8.72,No,0
VH106614,CNG,3.95,797.15,201.81,200.85,0.96,201.81,160.68,No,0
VH105589,Diesel,12.88,525.07,40.77,39.47,5.3,44.77,31.58,No,0
VH103981,Petrol,52.6,825.98,15.7,17.0,-9.62,7.38,13.6,Yes,1
VH106685,Diesel,38.18,355.27,9.31,8.37,-3.76,4.61,6.7,Yes,1
VH108580,Diesel,13.99,114.04,8.15,7.14,2.97,10.11,5.71,No,0
VH103101,Petrol,79.08,588.59,7.44,11.07,-9.29,1.78,8.86,Yes,1
VH102614,Diesel,21.13,720.87,34.12,32.78,6.83,39.61,26.22,No,0
VH101700,Petrol,46.55,854.52,18.36,13.84,0.62,14.46,11.07,No,0
VH101759,CNG,24.37,515.75,21.16,23.57,-4.78,18.79,18.86,Yes,1
VH104335,Petrol,18.48,971.61,52.58,51.13,2.41,53.54,40.9,No,0
VH103653,CNG,47.54,781.34,16.44,17.29,-6.29,11.0,13.83,Yes,1
VH102715,CNG,76.42,364.29,4.77,3.36,1.45,4.81,2.69,No,0
VH104652,Diesel,21.45,697.35,32.51,32.05,-0.45,31.6,25.64,No,0
VH105895,CNG,13.93,259.26,18.61,20.32,1.55,21.87,16.26,No,0
VH108873,CNG,70.81,453.9,6.41,3.88,4.08,7.96,3.1,No,0
VH109815,Diesel,36.58,856.75,23.42,26.04,-2.94,23.1,20.83,No,0
VH100009,Diesel,35.57,219.1,6.16,7.99,-1.92,6.07,6.39,Yes,1
VH101109,CNG,75.61,175.37,2.32,1.77,2.81,4.58,1.42,No,0
VH102691,Petrol,70.73,302.13,4.27,0.6,-0.36,0.24,0.48,Yes,1
VH104853,Petrol,46.77,539.27,11.53,12.37,5.3,17.67,9.9,No,0
VH101482,Diesel,50.56,58.53,1.16,0.22,0.72,0.94,0.18,No,0
VH108163,Petrol,9.73,721.04,74.1,75.1,-4.64,70.46,60.08,No,0
VH107866,CNG,28.53,768.38,26.93,29.79,-4.62,25.17,23.83,No,0
VH103887,Petrol,56.45,739.62,13.1,13.9,-2.55,11.35,11.12,No,0
VH108277,CNG,55.89,751.16,13.44,13.4,-4.62,8.78,10.72,Yes,1
VH102731,Diesel,13.01,606.99,46.66,46.53,0.57,47.1,37.22,No,0
VH100943,Petrol,70.59,159.26,2.26,3.09,5.71,8.8,2.47,No,0
VH105220,Diesel,54.96,255.04,4.64,4.19,-4.22,-0.03,3.35,Yes,1
VH102078,CNG,45.42,744.5,16.39,19.79,-8.76,11.03,15.83,Yes,1
VH103479,Diesel,76.59,584.39,7.63,9.24,-2.08,7.16,7.39,Yes,1
VH100811,CNG,78.92,72.35,0.92,0.97,-1.51,-0.54,0.78,Yes,1
VH102131,Petrol,37.95,238.52,6.29,6.39,-2.68,3.71,5.11,Yes,1
VH102863,CNG,50.93,169.02,3.32,3.46,-2.28,1.18,2.77,Yes,1
VH100374,Petrol,39.77,59.71,1.5,2.77,2.05,4.82,2.22,No,0
VH108718,Petrol,26.52,316.93,11.95,16.09,-4.49,11.6,12.87,Yes,1
VH109273,Diesel,29.94,165.25,5.52,6.67,2.07,8.74,5.34,No,0
VH108329,Petrol,76.95,429.84,5.59,8.63,-2.1,6.53,6.9,Yes,1
VH105505,Petrol,35.68,718.29,20.13,19.96,2.7,22.66,15.97,No,0
VH109821,Petrol,2.1,120.73,57.49,57.08,1.34,58.42,45.66,No,0
VH106300,Petrol,35.76,513.67,14.36,14.66,-3.09,11.57,11.73,Yes,1
VH106050,CNG,3.8,547.16,143.99,145.03,-3.48,141.55,116.02,No,0
VH100126,Diesel,44.62,647.54,14.51,17.97,-3.56,14.41,14.38,No,0
VH102417,Diesel,16.18,408.81,25.27,27.7,-4.26,23.44,22.16,No,0
VH104265,CNG,5.49,884.41,161.09,158.76,12.34,171.1,127.01,No,0
VH104864,Petrol,56.05,778.01,13.88,13.81,0.4,14.21,11.05,No,0
VH107904,Petrol,69.38,251.2,3.62,6.54,-1.98,4.56,5.23,Yes,1
VH109099,Diesel,71.81,255.51,3.56,4.33,-1.09,3.24,3.46,Yes,1
VH109586,CNG,78.64,316.32,4.02,4.28,-1.07,3.21,3.42,Yes,1
VH101174,Petrol,41.93,997.37,23.79,24.47,-2.33,22.14,19.58,No,0
VH106001,Petrol,12.76,491.52,38.52,38.61,-7.92,30.69,30.89,Yes,1
VH105626,CNG,67.38,932.35,13.84,15.07,-6.87,8.2,12.06,Yes,1
VH108177,Diesel,34.7,318.17,9.17,10.3,-3.84,6.46,8.24,Yes,1
VH107582,Petrol,61.01,108.56,1.78,0.64,-0.94,-0.3,0.51,Yes,1
VH102196,CNG,12.22,121.14,9.91,10.94,-0.34,10.6,8.75,No,0
VH102398,CNG,55.51,177.85,3.2,2.63,-1.65,0.98,2.1,Yes,1
VH104421,CNG,44.83,547.9,12.22,12.18,-6.02,6.16,9.74,Yes,1
VH107772,CNG,15.93,919.37,57.71,60.15,-1.68,58.47,48.12,No,0
VH106489,Diesel,39.64,127.89,3.23,5.25,-2.32,2.93,4.2,Yes,1
VH100025,Diesel,43.15,883.57,20.48,19.39,1.07,20.46,15.51,No,0
VH106651,Diesel,47.27,677.22,14.33,14.79,1.48,16.27,11.83,No,0
VH101389,Petrol,46.07,37.24,0.81,0.36,4.27,4.63,0.29,No,0
VH107986,Petrol,75.7,267.33,3.53,7.31,-6.18,1.13,5.85,Yes,1
VH101051,Petrol,76.12,535.12,7.03,7.94,-2.05,5.89,6.35,Yes,1
VH102245,Diesel,5.67,613.97,108.28,108.67,-6.8,101.87,86.94,No,0
VH106255,Diesel,76.29,110.51,1.45,-1.53,-0.71,-2.24,-1.22,Yes,1
VH100789,CNG,18.49,960.14,51.93,50.3,0.71,51.01,40.24,No,0
VH100811,CNG,78.92,72.35,0.92,0.97,-1.51,-0.54,0.78,Yes,1
VH105070,Petrol,75.03,431.59,5.75,5.9,-1.71,4.19,4.72,Yes,1
VH102787,Petrol,74.09,638.91,8.62,4.9,1.97,6.87,3.92,No,0
VH105899,CNG,26.37,513.6,19.48,20.33,2.08,22.41,16.26,No,0
VH106656,Petrol,76.12,499.66,6.56,6.95,-2.28,4.67,5.56,Yes,1
VH107451,Diesel,62.97,431.56,6.85,9.74,-3.18,6.56,7.79,Yes,1
VH106381,Diesel,60.93,756.35,12.41,12.85,-4.74,8.11,10.28,Yes,1
VH100067,Petrol,28.23,625.39,22.15,19.36,4.68,24.04,15.49,No,0
VH105293,CNG,54.82,913.32,16.66,19.01,-5.06,13.95,15.21,Yes,1
VH108174,Diesel,19.11,834.56,43.67,43.79,1.7,45.49,35.03,No,0
VH101757,Petrol,46.64,901.38,19.33,18.73,-0.52,18.21,14.98,No,0
VH104937,Petrol,54.82,815.86,14.88,14.11,3.17,17.28,11.29,No,0
VH103685,Diesel,47.67,126.27,2.65,5.33,-1.62,3.71,4.26,Yes,1
VH101577,Diesel,23.11,853.51,36.93,38.88,-2.85,36.03,31.1,No,0
VH107706,CNG,16.12,566.1,35.12,32.73,3.26,35.99,26.18,No,0
VH102475,CNG,40.78,41.41,1.02,4.91,-6.36,-1.45,3.93,Yes,1
VH108757,CNG,65.99,62.69,0.95,-1.28,-0.03,-1.31,-1.02,Yes,1
VH102461,Diesel,30.65,245.39,8.01,9.81,-3.6,6.21,7.85,Yes,1
VH106999,CNG,26.72,387.24,14.49,12.02,-0.91,11.11,9.62,No,0
VH108393,Petrol,71.34,840.54,11.78,14.25,-1.29,12.96,11.4,No,0
VH100905,Diesel,50.59,148.01,2.93,6.3,-2.64,3.66,5.04,Yes,1
VH106627,Diesel,39.87,870.62,21.84,23.49,-5.2,18.29,18.79,Yes,1
VH100925,CNG,57.97,881.74,15.21,15.47,6.42,21.89,12.38,No,0
VH108738,CNG,14.76,419.46,28.42,24.38,0.76,25.14,19.5,No,0
VH100692,Petrol,55.31,539.85,9.76,8.52,-2.67,5.85,6.82,Yes,1
VH102341,CNG,32.91,699.56,21.26,21.53,-3.68,17.85,17.22,No,0
VH109594,Diesel,39.81,210.0,5.28,4.13,2.43,6.56,3.3,No,0
VH107360,CNG,62.44,593.62,9.51,8.75,-2.44,6.31,7.0,Yes,1
VH106773,CNG,19.26,459.95,23.88,21.43,-0.58,20.85,17.14,No,0
VH103825,Diesel,25.54,625.68,24.5,26.19,-1.97,24.22,20.95,No,0
VH107790,CNG,24.83,788.45,31.75,37.28,-11.64,25.64,29.82,Yes,1
VH100011,CNG,57.12,188.0,3.29,3.68,-1.15,2.53,2.94,Yes,1
VH107235,Petrol,77.55,643.02,8.29,6.67,3.21,9.88,5.34,No,0
VH104183,CNG,54.74,998.72,18.24,22.27,-2.19,20.08,17.82,No,0
VH104693,Diesel,68.03,420.96,6.19,6.92,-1.4,5.52,5.54,Yes,1
VH107715,CNG,10.79,98.3,9.11,7.41,-0.18,7.23,5.93,No,0
VH101505,CNG,64.99,381.63,5.87,6.35,-6.79,-0.44,5.08,Yes,1
VH108038,CNG,51.49,107.91,2.1,2.78,-3.27,-0.49,2.22,Yes,1
VH102839,CNG,69.79,720.98,10.33,13.07,-4.24,8.83,10.46,Yes,1
VH109216,Diesel,8.27,614.25,74.27,75.68,-3.85,71.83,60.54,No,0
VH106943,Petrol,69.04,359.98,5.21,3.5,4.43,7.93,2.8,No,0
VH100482,Petrol,36.81,621.78,16.89,17.35,-0.26,17.09,13.88,No,0
VH101871,Petrol,8.47,903.11,106.62,105.92,5.02,110.94,84.74,No,0
VH101327,Petrol,33.88,26.36,0.78,2.92,-5.37,-2.45,2.34,Yes,1
VH102958,CNG,13.72,95.07,6.93,9.45,-3.91,5.54,7.56,Yes,1
VH105496,Petrol,43.23,416.85,9.64,11.05,-1.67,9.38,8.84,No,0
VH107946,CNG,43.18,641.21,14.85,17.17,-1.79,15.38,13.74,No,0
VH101042,CNG,35.35,54.76,1.55,3.76,-2.48,1.28,3.01,Yes,1
VH108568,Petrol,76.35,686.29,8.99,6.14,6.21,12.35,4.91,No,0
VH105672,CNG,17.96,602.1,33.52,31.24,4.53,35.77,24.99,No,0
VH104143,CNG,41.89,567.82,13.56,15.14,-6.64,8.5,12.11,Yes,1
VH102934,Petrol,22.48,843.87,37.54,36.93,1.3,38.23,29.54,No,0
VH100416,Petrol,29.57,168.45,5.7,8.2,1.24,9.44,6.56,No,0
VH106825,CNG,24.66,335.3,13.6,11.09,-2.33,8.76,8.87,Yes,1
VH101510,CNG,6.08,882.17,145.09,142.67,2.85,145.52,114.14,No,0
VH109411,Petrol,64.39,313.29,4.87,2.86,5.86,8.72,2.29,No,0
VH102262,Diesel,54.26,756.59,13.94,14.36,-4.21,10.15,11.49,Yes,1
VH109715,Petrol,12.48,37.07,2.97,3.64,-2.06,1.58,2.91,Yes,1
VH106309,Diesel,7.3,823.01,112.74,110.37,1.89,112.26,88.3,No,0
VH105504,CNG,64.11,437.79,6.83,6.02,-5.22,0.8,4.82,Yes,1
VH109854,Petrol,38.53,345.37,8.96,3.87,4.64,8.51,3.1,No,0
VH108474,Petrol,38.76,386.05,9.96,11.67,-4.65,7.02,9.34,Yes,1
VH102632,Petrol,27.4,472.63,17.25,17.64,-0.65,16.99,14.11,No,0
VH102160,Petrol,58.93,557.67,9.46,9.29,-4.35,4.94,7.43,Yes,1
VH106686,Diesel,6.59,249.02,37.79,37.2,1.0,38.2,29.76,No,0
VH105202,CNG,25.82,497.77,19.28,21.35,-3.44,17.91,17.08,No,0
VH106896,Petrol,7.23,91.24,12.62,13.36,-4.67,8.69,10.69,Yes,1
VH102147,Petrol,19.09,249.49,13.07,15.25,-6.47,8.78,12.2,Yes,1
VH108099,CNG,38.01,470.78,12.39,13.32,-4.87,8.45,10.66,Yes,1
VH105858,Petrol,65.5,884.56,13.5,13.89,-0.62,13.27,11.11,No,0
VH107162,CNG,44.68,499.12,11.17,12.55,-0.63,11.92,10.04,No,0
VH104086,Petrol,33.13,123.76,3.74,3.41,-2.36,1.05,2.73,Yes,1
VH108480,Diesel,56.18,50.17,0.89,1.87,-0.51,1.36,1.5,Yes,1
VH100453,Diesel,34.07,510.85,14.99,17.87,-7.65,10.22,14.3,Yes,1
VH104412,CNG,60.81,519.56,8.54,8.93,-3.33,5.6,7.14,Yes,1
VH107780,Diesel,55.04,341.96,6.21,8.47,-7.63,0.84,6.78,Yes,1
VH109241,Diesel,71.3,478.93,6.72,8.63,-2.15,6.48,6.9,Yes,1
VH107696,Diesel,13.76,94.77,6.89,9.53,-4.71,4.82,7.62,Yes,1
VH108600,Petrol,16.56,550.23,33.23,33.85,-0.52,33.33,27.08,No,0
VH106105,Diesel,10.12,152.39,15.06,14.29,-0.7,13.59,11.43,No,0
VH102050,Diesel,70.5,581.3,8.25,11.5,-3.96,7.54,9.2,Yes,1
VH105677,CNG,49.9,142.41,2.85,0.4,-0.4,0.0,0.32,Yes,1
VH101586,Petrol,38.71,179.66,4.64,4.32,-1.86,2.46,3.46,Yes,1
VH105767,CNG,29.58,825.12,27.89,27.41,6.07,33.48,21.93,No,0
VH104823,Diesel,17.48,520.2,29.76,29.54,-2.08,27.46,23.63,No,0
VH108541,Petrol,70.16,678.83,9.68,7.41,5.65,13.06,5.93,No,0
VH106953,Diesel,56.16,909.6,16.2,14.33,4.6,18.93,11.46,No,0
VH109459,Petrol,62.06,680.41,10.96,14.15,-10.82,3.33,11.32,Yes,1
VH107181,Petrol,71.44,489.02,6.85,5.25,-0.61,4.64,4.2,No,0
VH104891,Diesel,8.57,34.91,4.07,5.04,-2.61,2.43,4.03,Yes,1
VH106629,Diesel,34.63,914.31,26.4,29.97,-6.66,23.31,23.98,Yes,1
VH106170,Petrol,67.78,945.67,13.95,16.13,1.01,17.14,12.9,No,0
VH103732,Petrol,21.66,623.88,28.8,29.46,-1.32,28.14,23.57,No,0
VH101411,Diesel,29.47,658.97,22.36,20.21,-2.68,17.53,16.17,No,0
VH108724,Diesel,75.88,340.22,4.48,5.15,-3.43,1.72,4.12,Yes,1
VH106472,CNG,79.89,655.66,8.21,8.53,-3.39,5.14,6.82,Yes,1
VH107515,Petrol,35.75,881.68,24.66,26.67,-1.08,25.59,21.34,No,0
VH103544,Petrol,33.05,348.18,10.53,8.62,3.58,12.2,6.9,No,0
VH102039,CNG,53.76,596.01,11.09,14.52,-3.18,11.34,11.62,Yes,1
VH103564,Petrol,39.85,156.06,3.92,5.58,-4.87,0.71,4.46,Yes,1
VH105909,CNG,19.94,129.87,6.51,7.17,-4.57,2.6,5.74,Yes,1
VH102942,Petrol,72.3,625.66,8.65,10.09,-0.08,10.01,8.07,No,0
VH109296,CNG,65.46,560.16,8.56,8.65,-1.78,6.87,6.92,Yes,1
VH107524,Petrol,3.26,754.31,231.38,233.78,-2.78,231.0,187.02,No,0
VH109988,Diesel,54.08,850.67,15.73,19.72,-1.49,18.23,15.78,No,0
VH106205,Petrol,73.41,108.71,1.48,1.75,-1.43,0.32,1.4,Yes,1
VH106729,CNG,10.1,64.55,6.39,5.41,-1.23,4.18,4.33,Yes,1
VH102262,Diesel,54.26,756.59,13.94,14.36,-4.21,10.15,11.49,Yes,1
VH108308,CNG,74.69,486.53,6.51,10.04,-2.33,7.71,8.03,Yes,1
VH104315,CNG,9.79,973.48,99.44,100.51,-3.33,97.18,80.41,No,0
VH101557,CNG,6.13,543.08,88.59,89.2,2.05,91.25,71.36,No,0
VH105196,Diesel,57.96,542.95,9.37,14.19,-4.31,9.88,11.35,Yes,1
VH102010,CNG,21.54,929.68,43.16,43.57,0.01,43.58,34.86,No,0
VH105141,CNG,38.61,190.37,4.93,7.15,-4.06,3.09,5.72,Yes,1
VH105538,Petrol,45.89,37.44,0.82,3.09,-3.0,0.09,2.47,Yes,1
VH100625,Diesel,67.81,337.46,4.98,7.37,3.23,10.6,5.9,No,0
VH102404,CNG,30.36,779.23,25.67,27.04,-0.29,26.75,21.63,No,0
VH101923,CNG,46.14,732.47,15.87,14.46,-4.2,10.26,11.57,Yes,1
VH105251,CNG,21.73,393.98,18.13,19.0,-1.14,17.86,15.2,No,0
VH105064,CNG,13.55,921.5,68.01,69.4,-3.2,66.2,55.52,No,0
VH104165,CNG,66.0,788.41,11.95,14.57,-4.08,10.49,11.66,Yes,1
VH106988,Diesel,62.43,445.61,7.14,7.1,-1.82,5.28,5.68,Yes,1
VH101939,CNG,26.18,524.83,20.05,18.51,-0.51,18.0,14.81,No,0
VH106981,Petrol,2.29,432.14,188.71,190.83,-1.06,189.77,152.66,No,0
VH100589,Petrol,52.0,51.2,0.98,-0.07,6.22,6.15,-0.06,No,0
VH109941,Petrol,17.68,177.8,10.06,10.23,-1.21,9.02,8.18,No,0
VH104704,Petrol,29.0,978.29,33.73,36.4,-6.03,30.37,29.12,No,0
VH108421,CNG,19.17,90.54,4.72,7.66,-2.57,5.09,6.13,Yes,1
VH102685,Petrol,61.91,969.73,15.66,14.29,0.27,14.56,11.43,No,0
VH105462,CNG,77.97,372.3,4.77,2.9,-1.34,1.56,2.32,Yes,1
VH107589,CNG,57.91,979.71,16.92,15.21,-3.67,11.54,12.17,Yes,1
VH109526,Diesel,33.19,227.14,6.84,3.97,-3.37,0.6,3.18,Yes,1
VH101626,Petrol,65.01,501.96,7.72,7.52,-0.74,6.78,6.02,No,0
VH106472,CNG,79.89,655.66,8.21,8.53,-3.39,5.14,6.82,Yes,1
VH109685,Petrol,15.11,327.74,21.69,20.99,-0.36,20.63,16.79,No,0
